cluster 1	cluster 2	cluster 3	cluster 4	cluster 5	cluster 6	cluster 7	cluster 8	cluster 9	cluster 10	cluster 11	cluster 12	cluster 13	cluster 14	cluster 15	cluster 16	cluster 17	cluster 18	cluster 19	cluster 20	cluster 21	cluster 22	cluster 23	cluster 24	cluster 25	cluster 26	cluster 27	cluster 28	cluster 29	cluster 30	cluster 31	cluster 32
cellular response to amino acid stimulus	0	0	0	0	0	0	0	0	0	0	1.76963798128884	0	0	0	1.86608709713113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of dephosphorylation	0	0	0	0	0	0	0	0	0	0	1.76318251257452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of stem cell proliferation	0	0	0	0	0	0	0	0	0	0	1.70415446591112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of lipid biosynthetic process	0	0	0	0	0	0	0	0	0	0	1.6920154922322	0	0	0	1.8161769068319	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31508846754195	0	0	0
cellular response to lipid	0	0	0	0	0	0	0	0	0	0	1.67383710390967	0	0	0	0	0	2.52336042481322	0	4	0	0	0	4	0	0	0	4	0	4	0	0	2.34903433119534
dendrite development	0	0	0	0	0	0	0	0	0	0	1.58078204549713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
antigen processing and presentation of peptide antigen via MHC class I	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cellular amino acid metabolic process	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of ubiquitin protein ligase activity	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular ketone metabolic process	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anaphase-promoting complex-dependent catabolic process	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stimulatory C-type lectin receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIK/NF-kappaB signaling	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt signaling pathway, planar cell polarity pathway	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of canonical Wnt signaling pathway	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
establishment of planar polarity	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
establishment of tissue polarity	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of transferase activity	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96681611937962	0	0	0	0	0
regulation of mRNA stability	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93008554034931	0	0	0
tumor necrosis factor-mediated signaling pathway	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
steroid metabolic process	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	3.01013009811851	0	3.66996407575087	0	0	0	0	0	0	0
lipid transport	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein polyubiquitination	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to increased oxygen levels	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1.67914055218169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to hyperoxia	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1.67914055218169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of mitotic cell cycle phase transition	0	0	0	0	0	0	0	0	0	0	0	3.96568804810902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
visual learning	0	0	0	0	0	0	0	0	0	0	0	3.30484029739779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell-cell signaling by wnt	0	0	0	0	0	0	0	0	0	0	0	2.95114203778376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oligosaccharide catabolic process	0	0	0	0	0	0	0	0	0	0	0	2.91724500696028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glycosphingolipid catabolic process	0	0	0	0	0	0	0	0	0	0	0	2.91724500696028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to vitamin E	0	0	0	0	0	0	0	0	0	0	0	2.86400137029071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to low-density lipoprotein particle	0	0	0	0	0	0	0	0	0	0	0	2.86400137029071	0	0	0	0	1.7524926423983	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
positive regulation of oligodendrocyte differentiation	0	0	0	0	0	0	0	0	0	0	0	2.76440199254702	0	0	0	0	1.7315178930514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to caffeine	0	0	0	0	0	0	0	0	0	0	0	2.71375278420643	0	0	0	0	1.71897842497616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to vitamin A	0	0	0	0	0	0	0	0	0	0	0	2.71375278420643	0	0	0	0	3.07508017746402	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2.49405287894813
alcohol biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	2.38464624873899	0	0	0	0	0	0	0	0	0	0	0	0	2.36407285565068	0	0	0	0	0	0	0
multicellular organismal macromolecule metabolic process	0	0	0	0	0	0	0	0	0	0	0	2.27185671519557	1.83968333682615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of insulin secretion	0	0	0	0	0	0	0	0	0	0	0	2.08232263462407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of peptide secretion	0	0	0	0	0	0	0	0	0	0	0	1.98610396904118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bile acid metabolic process	0	0	0	0	0	0	0	0	0	0	0	1.97149315112498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
receptor clustering	0	0	0	0	0	0	0	0	0	0	0	1.95690104784108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digestion	0	0	0	0	0	0	0	0	0	0	0	1.93341442281608	0	0	0	0	0	0	0	0	0	0	0	0	3.66964086249812	0	0	0	0	0	0	0
cardiac muscle cell action potential	0	0	0	0	0	0	0	0	0	0	0	1.86994266420562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of sequence-specific DNA binding transcription factor activity	0	0	0	0	0	0	0	0	0	0	0	1.82699203559357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56865762607462	0	0	0	0	0
cellular potassium ion transport	0	0	0	0	0	0	0	0	0	0	0	1.80582047495471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
localization within membrane	0	0	0	0	0	0	0	0	0	0	0	1.66269814904352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to retinoic acid	0	0	0	0	0	0	0	0	0	0	0	1.64652787322936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of peptidyl-tyrosine phosphorylation	0	0	0	0	0	0	0	0	0	0	0	1.64074512787784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to steroid hormone stimulus	0	0	0	0	0	0	0	0	0	0	0	1.55569871081432	0	0	0	0	0	0	4	0	0	0	4	0	0	0	2.1620356992442	0	4	0	0	0
response to insulin	0	0	0	0	0	0	0	0	0	0	0	1.53826740636945	0	0	0	0	0	0	0	0	0	0	2.28076355273671	0	0	0	0	0	0	0	0	0
oligodendrocyte differentiation	0	0	0	0	0	0	0	0	0	0	0	1.53826740636945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phagocytosis	0	0	0	0	0	0	0	0	0	0	0	1.5319455826961	0	0	1.68929418148801	2.01159869192144	0	0	0	0	0	0	0	0	0	0	4	0	1.74849739654875	0	0	0
cellular response to prostaglandin stimulus	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2.8499501598681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adenylate cyclase-modulating G-protein coupled receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
response to prostaglandin	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2.70730577665875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cAMP catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
cellular response to epinephrine stimulus	0	0	0	0	0	0	0	0	0	0	0	0	3.27798534713362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67324791474854
response to epinephrine	0	0	0	0	0	0	0	0	0	0	0	0	3.07195756474407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49405287894813
relaxation of cardiac muscle	0	0	0	0	0	0	0	0	0	0	0	0	3.03006014180948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cardiac muscle cell contraction	0	0	0	0	0	0	0	0	0	0	0	0	2.70769968667626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of interleukin-2 production	0	0	0	0	0	0	0	0	0	0	0	0	2.66532564956269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heterocycle catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	2.66532564956269	0	1.85630069702339	4	0	2.0722638469454	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69637095396979
aromatic compound catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	2.64024441617124	0	1.82605498343659	4	0	3.91493142552578	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66074962358917
negative regulation of smooth muscle cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	2.57257319868621	0	0	0	0	0	0	0	0	0	2.62306320209783	0	0	0	0	0	0	0	0	0
negative regulation of secretion	0	0	0	0	0	0	0	0	0	0	0	0	2.50236972157215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of calcium ion transport	0	0	0	0	0	0	0	0	0	0	0	0	2.45639150395745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
interleukin-2 production	0	0	0	0	0	0	0	0	0	0	0	0	2.23283512203959	0	0	1.59691377441697	0	0	0	0	0	0	0	0	0	0	1.82346535802318	0	0	0	0	0
negative regulation of response to external stimulus	0	0	0	0	0	0	0	0	0	0	0	0	2.17009813122652	0	0	0	0	0	0	0	0	0	3.07444027146007	0	1.57805255963461	0	0	0	0	0	0	0
cellular response to ketone	0	0	0	0	0	0	0	0	0	0	0	0	2.13731389920767	0	0	0	0	0	1.97668223902938	0	0	0	0	0	0	0	1.7036414216672	0	0	0	0	0
retinoid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	1.9651964245227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vitamin metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	1.75203823551112	0	2.1519051965396	0	0	0	0	0	0	0	4	0	2.1382147450042	0	0	0	0	0	0	0
regulation of leukocyte migration	0	0	0	0	0	0	0	0	0	0	0	0	1.68875314438928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glucose transport	0	0	0	0	0	0	0	0	0	0	0	0	1.68664389618808	0	2.05287647375046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to ketone	0	0	0	0	0	0	0	0	0	0	0	0	1.66959569039667	0	0	0	1.78370260291363	1.80268071918973	2.44544253704681	0	0	0	0	2.57850646152727	0	0	0	0	0	0	0	0
neutrophil homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	1.66959569039667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74849739654875	0	0	0
skeletal muscle satellite cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	1.66959569039667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyclooxygenase pathway	0	0	0	0	0	0	0	0	0	0	0	0	1.66959569039667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of integrin activation	0	0	0	0	0	0	0	0	0	0	0	0	1.66959569039667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of myoblast proliferation	0	0	0	0	0	0	0	0	0	0	0	0	1.66959569039667	0	0	0	0	0	0	0	0	0	1.70215650557889	0	0	0	0	0	0	0	0	0
response to nutrient	0	0	0	0	0	0	0	0	0	0	0	0	1.65045096658489	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
T cell receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	1.64987415122884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of ketone biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	1.64987415122884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cell communication by electrical coupling	0	0	0	0	0	0	0	0	0	0	0	0	1.64123149814409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67324791474854
keratinocyte migration	0	0	0	0	0	0	0	0	0	0	0	0	1.64123149814409	0	0	0	0	0	0	0	0	0	1.67961462207413	0	0	0	0	0	0	0	0	0
cellular lipid catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	1.6218747875215	0	0	0	0	0	0	0	0	0	0	0	1.87565940335394	0	0	0	0	0	0	0
positive regulation of endothelial cell apoptotic process	0	0	0	0	0	0	0	0	0	0	0	0	1.6177170116132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
parturition	0	0	0	0	0	0	0	0	0	0	0	0	1.60873936974066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
progesterone metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	1.60873936974066	0	0	0	1.73932995732547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
myoblast proliferation	0	0	0	0	0	0	0	0	0	0	0	0	1.60873936974066	0	0	0	0	0	0	0	0	0	1.64736876756268	0	0	0	0	0	0	0	0	0
negative regulation of digestive system process	0	0	0	0	0	0	0	0	0	0	0	0	1.60873936974066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
renal absorption	0	0	0	0	0	0	0	0	0	0	0	0	1.59685878803492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to cadmium ion	0	0	0	0	0	0	0	0	0	0	0	0	1.59685878803492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to nicotine	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
respiratory burst	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70691012255311	0
opioid receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superoxide anion generation	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell redox homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of tumor necrosis factor production	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5949099938824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tumor necrosis factor production	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57162056993608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of mast cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57162056993608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of blood pressure	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57162056993608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acute-phase response	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26072539829866	0	0	0	0	0	0	0	0	0	0	3.0153288299322	0	0	0	0	0	0	0
mast cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13251307138438	0	1.65265840617897	0	0	0	0	0	0	0	0	0	0	0	1.72416760333971	0	0	0	0
mast cell chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08151701460234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein oligomerization	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05097169826201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of monooxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01335381278044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of respiratory burst	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91055243600268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thalamus development	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79837452233685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of lamellipodium assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76101256106924	0	0	0	0	0	0	0	1.56579036293478	0	0	0	0	0	0	0	0	0	0
estrous cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76101256106924	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60411811590431	1.74849739654875	0	0	0
cellular response to angiotensin	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76101256106924	0	0	1.71897842497616	0	0	0	0	0	0	0	0	0	0	0	1.74849739654875	0	0	0
copulation	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63589755976913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of neutrophil chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53130301785199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of homeostatic process	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40262844755224	1.77431382082598	0	0	0	0	0	0	0	0	0	3.66964086249812	0	4	0	0	0	0	1.94655015296318
signal release from synapse	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21945707763921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lamellipodium assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91936679952744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of endocytosis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88641250414216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular defense response	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86781456060706	1.8161769068319	1.56465545260007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of dendrite morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76371752499046	0	0	0	0	0	0	2.76321861273809	0	0	0	0	0	0	0	0	0	0	0
positive regulation of cell development	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72641830082688	0	0	0	0	0	0	0	0	0	1.9529399325377	0	0	0	0	0	0	0	0
regulation of heart rate	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62466240690293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cell morphogenesis involved in differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60590662367227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58664665771994	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
adenosine receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glycosyl compound metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1.9312774477262	3.09410603370385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glycosyl compound biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3.34870579086307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of smooth muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2.68313795154435	0	0	0	0	0	0	0
regulation of transcription involved in G1/S transition of mitotic cell cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65181691905362	0	2.80184432996892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
deoxyribose phosphate metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53766989968141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G1/S transition of mitotic cell cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35394434643868	0	1.68071629985274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mucus secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92101585656942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74470575632922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sequestering of triglyceride	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63875550081192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to vitamin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56865351799781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of lipid catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36476283708521	2.21163779798313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lymphocyte proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33492867689208	0	0	2.58113972525193	0	0	0	0	0	0	1.61480508491457	0	0	0	1.74849739654875	0	0	0
mononuclear cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32921554355675	0	0	2.57786969131262	0	0	0	0	0	0	1.60673641195785	0	0	0	1.74849739654875	0	0	0
regulation of fat cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30906474081686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of vascular endothelial growth factor production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27912697101464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of leukocyte differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1847382370656	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98204533426281	0	0	0
negative regulation of leukocyte migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.142397517159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vascular endothelial growth factor production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.142397517159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein tetramerization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1377050867676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to glucocorticoid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12947688893889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89091914312412
telomere organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06840556135298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of nitric oxide biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02788723947859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05509327977847
positive regulation of nitric oxide metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02788723947859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05509327977847
glycosyl compound catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98939616010058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of adenylate cyclase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95400822117101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of peptide secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82227863355423	3.10222440527526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08262617607444
histone H3 acetylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81912783134704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to extracellular stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80220289153571	0	0	0	0	0	0	0	0	2.62308598714281	0	0	0	0	0	0	2.17985542944869	0
positive regulation of leukocyte cell-cell adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78289632909667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of smooth muscle cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7382900748514	0	0	0	0	0	0	0	0	0	0	0	2.66785959199322	0	0	0	0	0
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71043339137113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ceramide metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62640500896479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
